19,6137,4
19,8562,3
19,8691,4
20,274,3
20,1213,3
20,1345,3
20,1865,4
20,2207,5
20,2596,5
20,3002,4
20,4392,4
20,4556,3
20,4736,5
20,5245,4
20,5315,4
20,5526,4
20,6137,4
20,6561,4
20,6611,5
20,7056,2
20,8007,5
20,8572,3
21,213,4
21,910,4
21,1490,5
21,1705,3
21,2034,4
21,2338,5
21,3855,5
21,4390,4
21,5670,5
21,6271,4
21,6565,4
21,6989,4
21,7193,5
21,7668,5
21,8091,5
21,8236,2
21,8239,5
21,8345,5
21,8583,4
21,8783,5
22,2,5
22,781,5
22,1069,5
22,1406,3
22,1600,5
22,2210,5
22,2368,5
22,2837,5
22,2973,4
22,3757,5
22,3900,5
22,4112,5
22,5439,5
22,5598,5
22,6408,5
22,6957,5
22,6966,5
22,7193,5
22,8387,5
22,8561,3
23,231,5
23,395,1
23,682,5
23,1043,1
23,1453,3
23,2489,1
23,5302,1
23,5594,1
23,5707,4
23,6095,5
23,6313,2
23,6885,5
24,561,5
24,684,5
24,731,5
24,858,5
24,1168,1
24,1915,5
24,4038,5
24,4512,5
24,4803,5
24,5629,5
24,7152,5
24,7354,1
24,7800,5
25,210,4
25,1815,4
25,2466,4
25,3203,4
25,3456,4
25,3464,4
25,3633,5
25,4592,4
25,4850,4
25,5004,3
25,5352,5
25,5392,2
25,6818,3
25,6859,4
25,7795,4
25,8266,3
25,8495,4
25,8560,4
25,8796,4
25,9030,3
26,85,5
26,1392,5
26,1415,5
26,1448,5
26,1736,5
26,1742,5
26,2320,5
26,2488,5
26,2645,5
26,3045,5
26,3815,5
26,4174,5
26,5970,5
26,6540,5
26,6554,5
26,6730,5
26,6745,5
26,7076,5
26,7584,5
26,7716,5
27,224,5
27,684,4
27,1720,4
27,1858,1
27,4933,5
27,5479,1
27,6207,5
27,6333,5
27,6722,5
27,8710,5
27,8845,3
27,9020,5
28,587,5
28,748,5
28,943,4
28,1244,5
28,2521,4
28,2541,5
28,3725,5
28,3765,5
28,4105,3
28,4715,3
28,5932,5
28,7679,5
29,526,5
29,1105,5
29,2185,5
29,2755,5
29,3508,5
29,3755,5
29,4307,5
29,4523,5
29,5526,5
29,5988,3
29,6094,5
29,7120,5
29,7463,5
30,148,5
30,192,4
30,1040,5
30,1927,5
30,2852,5
30,3524,5
30,4512,4
30,4552,4
30,4957,4
30,5152,4
30,6181,5
30,6625,4
30,6990,1
30,7104,5
30,7467,3
30,7691,4
30,7876,4
30,7996,4
30,8614,5
30,8843,5
31,795,5
31,867,5
31,931,5
31,1568,3
31,1894,5
31,2414,5
31,2878,4
31,3202,5
31,3701,5
31,3729,4
31,3938,5
31,4514,5
31,4951,3
31,5086,5
31,5439,3
31,5876,5
31,6187,3
31,6357,4
31,7180,5
31,8843,5
32,20,4
32,210,5
32,400,1
32,461,4
32,844,5
32,1213,4
32,1390,5
32,1582,2
32,2720,5
32,3894,3
32,4245,1
32,4562,2
32,4919,5
32,5431,2
32,5668,5
32,6466,5
32,7212,5
32,7503,5
32,8033,5
32,8102,1
33,326,5
33,1924,4
33,3154,4
33,3723,3
33,3964,5
33,4166,4
33,4804,5
33,5778,4
33,6348,4
33,6975,4
33,7170,4
33,7918,4
33,8467,5
33,8873,4
34,213,3
34,657,3
34,1303,4
34,1443,5
34,2294,4
34,2656,5
34,2667,4
34,3288,5
34,3293,4
34,3396,1
34,3881,5
34,4398,5
34,5022,5
34,6913,5
34,7285,3
34,7479,5
34,7627,5
34,7813,5
34,8339,4
34,9008,5
35,1220,5
35,1454,2
35,3780,5
35,3967,3
35,4480,4
35,4557,5
35,4726,2
35,4852,3
35,5611,5
35,6125,5
35,6558,5
35,6791,4
35,7501,3
35,8688,5
36,111,2
36,416,5
36,816,5
36,1273,5
36,1584,4
36,3089,4
36,3272,5
36,4206,4
36,4539,4
36,4644,4
36,4765,5
36,5120,4
36,5155,5
36,5289,4
36,5696,5
36,6690,5
36,7628,4
36,7729,5
36,7782,3
36,7806,1
37,748,5
37,1059,5
37,2175,4
37,2347,3
37,2513,4
37,2732,5
37,3930,3
37,6070,5
37,6252,5
37,6334,5
37,7451,5
37,8671,5
38,85,5
38,323,3
38,1089,4
38,1156,4
38,1201,1
38,1490,5
38,2191,4
38,2309,1
38,3159,3
38,3849,5
38,4352,5
38,5481,4
38,5828,3
38,7709,4
39,880,5
39,914,4
39,1887,5
39,2792,2
39,3014,5
39,3052,5
39,3148,4
39,3788,5
39,3973,5
39,4517,5
39,4578,5
39,4682,5
39,5362,5
39,5858,5
39,6302,5
39,6604,5
39,6834,5
39,7140,5
39,7959,4
39,8273,5
40,429,5
40,441,5
40,594,5
40,604,5
40,967,5
40,1321,5
40,2854,5
40,3683,5
40,4046,5
40,4463,4
40,4630,5
40,5571,5
40,5927,5
40,6112,5
40,6479,5
40,6673,5
40,7018,4
40,7418,5
40,8795,5
40,8939,4
41,276,5
41,1083,5
41,1336,5
41,1636,5
41,2100,5
41,2822,5
41,3072,5
41,3082,5
41,3485,5
41,3718,5
41,3890,5
41,3923,5
41,4035,2
41,4813,5
41,6281,5
41,6474,5
41,7552,5
41,7605,5
41,7717,5
41,8651,5
42,887,1
42,1815,2
42,1946,1
42,2596,1
42,2613,4
42,3464,2
42,4051,5
42,4166,1
42,4918,1
42,5254,4
42,5397,4
42,5904,2
42,7605,1
42,7644,2
42,7694,1
42,8266,1
42,8318,3
42,8493,3
42,8946,1
42,8994,2
43,141,5
43,724,5
43,875,4
43,1073,5
43,1343,3
43,1476,4
43,1648,5
43,2017,5
43,3675,5
43,4091,3
43,4194,5
43,4308,5
43,4441,4
43,4981,5
43,4998,4
43,5286,5
43,5381,5
43,5856,5
43,5952,4
43,6243,4
44,1128,5
44,1246,5
44,1413,5
44,1443,5
44,2556,5
44,2667,5
44,2691,5
44,3208,5
44,3217,5
44,3620,5
44,4373,1
44,4745,5
44,5401,5
44,6106,5
44,7855,5
44,9089,5
45,512,5
45,523,5
45,3074,5
45,3565,5
45,3630,5
45,4248,5
45,5039,2
45,5361,5
45,5899,5
45,6502,5
45,6553,5
45,7083,5
45,7147,3
45,7335,4
45,7340,4
45,7372,5
45,7639,5
45,8378,5
45,8840,4
46,288,5
46,984,5
46,1027,5
46,1648,3
46,2469,5
46,3502,5
46,3673,5
46,4018,5
46,4998,5
46,5398,5
46,6975,5
46,8155,5
47,47,5
47,127,1
47,149,1
47,395,3
47,453,4
47,1136,2
47,2494,3
47,4114,2
47,4316,3
47,4389,1
47,5093,3
47,5638,3
47,6767,4
47,7694,5
47,7766,2
47,7822,1
47,7880,3
47,8495,2
47,8533,3
47,8890,2
48,929,4
48,1149,5
48,1545,5
48,1855,3
48,2155,2
48,2498,5
48,3252,4
48,3401,4
48,4346,5
48,5025,3
48,7652,2
48,7797,5
48,8036,5
49,308,4
49,822,5
49,829,5
49,1105,5
49,1264,3
49,2177,5
49,2552,5
49,2662,4
49,2737,5
49,3742,5
49,4592,5
49,4610,4
49,5028,4
49,5740,4
49,6826,5
49,7911,1
49,8314,3
49,8329,5
49,8816,4
50,243,2
50,874,5
50,879,3
50,1006,5
50,2811,2
50,3101,2
50,3744,3
50,4106,5
50,4321,1
50,4449,2
50,4734,1
50,5450,3
50,5559,1
50,6133,5
50,7377,2
50,8256,5
50,8829,4
51,25,4
51,78,4
51,3265,3
51,3393,4
51,4357,5
51,4709,4
51,4889,5
51,4915,5
51,5249,5
51,5968,4
51,6101,5
51,6262,5
51,6451,4
51,6588,4
51,6882,4
51,6901,4
51,7180,5
51,7202,4
51,7520,4
51,9056,5
52,177,5
52,567,5
52,1197,5
52,1265,5
52,1305,5
52,3560,5
52,3797,5
52,4975,5
52,6926,5
52,7047,5
52,7244,5
52,8266,5
52,8502,5
52,8732,5
52,8994,5
52,9030,3
53,453,5
53,1698,5
53,2437,1
53,2615,4
53,3078,5
53,3958,5
53,5303,4
53,6286,5
53,6538,5
53,6763,5
53,7050,1
53,7839,2
53,9056,5
54,460,4
54,1902,5
54,1963,4
54,2109,5
54,2201,5
54,3911,4
54,4377,5
54,4803,5
54,4919,5
54,7022,5
54,7942,5
54,8043,5
54,8514,5
54,8657,5
55,1097,4
55,1104,5
55,1234,2
55,1308,5
55,2655,2
55,3058,5
55,3310,5
55,4002,4
55,4080,5
55,4312,5
55,4493,3
55,4649,5
55,4684,4
55,4817,5
55,6087,5
55,6629,4
55,6742,4
55,7455,4
55,8540,4
55,8780,5
56,138,2
56,560,1
56,708,2
56,1526,5
56,1955,3
56,2624,5
56,2650,2
56,3317,5
56,3519,1
56,4528,4
56,4580,3
56,4665,2
56,4739,2
56,4770,4
56,5191,5
56,6498,1
56,6683,5
56,8536,1
56,8657,3
56,8992,4
57,806,5
57,856,2
57,2284,5
57,2531,4
57,2751,5
57,2992,2
57,3051,5
57,5588,1
57,6336,3
57,6580,2
57,6952,4
57,8341,2
57,8889,1
58,193,4
58,2462,5
58,4095,5
58,4926,5
58,5005,5
58,5135,5
58,5175,5
58,5325,5
58,5447,5
58,6521,5
58,7332,3
58,8291,5
59,347,5
59,920,5
59,1444,5
59,1786,5
59,2510,5
59,4352,5
59,6279,4
59,6894,4
59,6991,5
59,7711,5
59,7763,5
59,8284,5
59,8466,5
60,509,5
60,900,5
60,2071,5
60,2468,5
60,3647,5
60,4929,5
60,6169,5
60,6777,5
60,6971,5
60,6995,5
60,7602,3
60,7811,5
61,6,5
61,43,5
61,1983,4
61,2117,2
61,2586,4
61,3518,5
61,4100,2
61,4873,3
61,4879,3
61,5743,4
61,5796,4
61,6145,3
61,7022,3
61,7914,5
61,8236,1
61,8745,2
62,5,3
62,648,3
62,923,3
62,1295,3
62,1694,5
62,2295,5
62,2660,3
62,2857,1
62,3452,3
62,3870,1
62,4107,5
62,4277,4
62,4838,2
62,5169,2
62,5766,4
62,6451,3
62,6797,5
62,7810,4
62,8332,3
62,8868,2
63,43,5
63,1333,5
63,2036,5
63,2291,5
63,2652,5
63,2747,3
63,3461,5
63,3464,5
63,3851,5
63,3939,5
63,6870,5
63,7263,5
63,8102,5
63,8196,5
64,1053,4
64,1568,3
64,1590,4
64,2165,1
64,2700,1
64,3122,4
64,3239,4
64,3428,3
64,4313,4
64,4436,4
64,4488,4
64,4720,4
64,4723,2
64,5166,5
64,5241,4
64,5576,2
64,6508,1
64,7763,5
64,7782,4
64,8799,5
65,436,4
65,612,5
65,1621,5
65,4015,5
65,4216,5
65,4999,4
65,5005,5
65,5848,5
65,6446,4
65,7339,5
65,7639,5
65,7756,5
65,7925,4
65,7930,5
65,8007,1
65,8138,5
66,638,5
66,682,5
66,3038,5
66,3244,4
66,3360,4
66,3842,4
66,4040,1
66,6341,1
66,6519,1
66,7762,2
66,8738,3
66,8952,5
67,58,3
67,1194,4
67,1255,5
67,2175,4
67,2908,5
67,3121,5
67,5013,5
67,5022,5
67,6199,5
67,7193,4
67,7777,5
67,7847,3
68,1038,5
68,1558,5
68,2671,5
68,2867,5
68,3831,5
68,6209,5
68,6381,5
68,6775,5
68,6975,3
68,6983,5
68,7797,5
68,8853,5
69,171,4
69,307,4
69,1159,5
69,1305,4
69,1431,5
69,2851,3
69,4701,5
69,4841,5
69,5241,2
69,6381,5
69,6625,3
69,7577,4
69,8482,4
69,8853,2
70,1628,4
70,1789,5
70,2027,5
70,3025,4
70,4356,5
70,4988,5
70,6069,5
70,6547,3
70,7351,5
70,7996,5
70,8062,5
70,8397,5
71,9,2
71,25,3
71,488,3
71,700,3
71,1077,5
71,1815,3
71,1894,5
71,2755,4
71,2788,4
71,3186,4
71,4274,4
71,4278,4
71,4919,4
71,4968,3
71,5352,3
71,7012,3
71,7838,4
71,7931,4
71,8266,3
71,9092,3
72,1136,3
72,1297,5
72,1333,1
72,2097,5
72,2320,1
72,2536,5
72,3173,5
72,3464,2
72,3887,5
72,4153,1
72,4381,4
72,4766,2
72,6223,4
72,6290,4
72,6739,4
72,6821,4
72,7517,4
72,8094,3
72,8638,2
72,8796,4
73,1443,5
73,1840,5
73,3928,5
73,4091,5
73,4975,5
73,5326,5
73,5677,5
73,7398,5
73,7408,3
73,8045,5
73,8368,5
73,9047,5
74,372,5
74,813,5
74,1609,4
74,2605,4
74,2731,1
74,2980,5
74,3095,4
74,3699,4
74,4424,5
74,4427,4
74,4626,1
74,4755,4
74,6122,4
74,6221,5
74,6368,2
74,6498,3
74,7783,1
74,8458,4
74,8463,4
74,8595,3
75,7,5
75,263,2
75,289,5
75,1983,5
75,2010,5
75,3038,4
75,3396,5
75,4260,4
75,5085,5
75,5177,5
75,5191,5
75,5234,5
75,6866,4
75,6935,4
75,8413,5
75,8666,5
75,9095,5
76,666,4
76,1172,4
76,1330,4
76,1341,4
76,2209,5
76,2319,2
76,3228,2
76,4812,4
76,6194,4
76,7341,4
76,8533,4
76,8597,4
77,73,5
77,885,5
77,930,4
77,981,5
77,2727,5
77,2882,5
77,2894,5
77,3186,5
77,4069,5
77,4159,5
77,5031,5
77,5340,5
77,5936,5
77,7886,5
77,8016,5
78,125,4
78,587,4
78,690,5
78,1040,4
78,1244,1
78,1556,5
78,2296,3
78,2565,3
78,2771,4
78,3274,4
78,3434,5
78,4159,3
78,4331,4
78,4390,1
78,5245,4
78,5518,3
78,6215,5
78,7726,1
78,8082,4
78,8392,5
79,634,5
79,1322,5
79,1439,5
79,1907,5
79,2070,5
79,3051,5
79,3592,5
79,3847,5
79,4429,5
79,6312,5
79,7026,5
79,7048,5
79,7420,5
79,7566,5
79,8834,5
80,35,4
80,3464,4
80,3557,4
80,4018,4
80,4545,4
80,7370,4
80,7512,4
80,7687,2
80,7716,3
80,8163,4
80,8208,4
80,8266,4
81,411,1
81,627,2
81,943,1
81,1761,5
81,2188,1
81,2259,5
81,2308,4
81,2361,2
81,2492,4
81,2902,4
81,3842,5
81,3964,2
81,4485,4
81,4741,3
81,5364,4
81,6165,3
81,6500,4
81,7023,4
81,8084,2
82,181,1
82,623,3
82,832,4
82,1037,4
82,1321,5
82,1632,5
82,3636,5
82,3686,5
82,3809,2
82,5806,5
82,6167,2
82,6336,4
82,6481,5
82,6538,2
82,6861,3
82,7188,5
82,7284,5
82,7850,3
82,8063,5
82,8115,4
83,199,4
83,871,5
83,2053,5
83,2170,5
83,3767,3
83,4163,4
83,5725,4
83,5817,5
83,6986,5
83,7859,5
83,7875,5
83,8040,4
83,8873,5
83,8874,5
84,514,4
84,690,4
84,867,5
84,1194,5
84,1894,5
84,2609,5
84,3282,5
84,3729,5
84,4331,4
84,4734,4
84,5298,4
84,5315,5
84,5496,4
84,5631,4
84,6035,3
84,6521,4
84,7138,5
84,7385,5
84,8086,5
84,9102,5
85,238,5
85,434,3
85,1936,5
85,2239,5
85,2832,5
85,3457,5
85,3856,5
85,4102,2
85,4360,5
85,4516,5
85,5013,5
85,5087,5
85,5847,5
85,6174,5
85,6748,5
85,6770,5
85,6793,5
85,7478,5
85,8386,5
85,8595,5
86,126,1
86,319,1
86,796,1
86,909,4
86,1841,2
86,1932,1
86,2934,1
86,3845,1
86,4319,5
86,4766,5
86,4873,1
86,6168,2
86,7012,1
86,7022,1
86,7574,1
86,7742,5
86,7850,1
86,8236,1
86,8741,5
86,8845,1
87,49,5
87,151,5
87,167,5
87,429,5
87,1547,5
87,2865,3
87,3145,5
87,3859,4
87,3892,5
87,4155,3
87,4186,3
87,4456,5
87,4957,3
87,5679,5
87,5971,4
87,6295,5
87,6770,4
87,7518,3
87,7784,5
87,8946,5
88,56,2
88,105,4
88,592,5
88,792,5
88,1432,4
88,2400,5
88,2998,4
88,4663,4
88,4959,4
88,6414,4
88,6608,5
88,6650,5
88,8059,2
88,8353,1
88,8775,5
88,8793,5
89,163,4
89,1342,5
89,1787,4
89,2131,4
89,3048,5
89,3051,5
89,3570,4
89,4746,5
89,5764,5
89,6070,5
89,6171,5
89,6899,5
89,7351,4
89,7720,5
89,8497,5
90,666,5
90,677,5
90,1922,5
90,2168,5
90,2747,5
90,3004,5
90,3259,1
90,3320,5
90,3528,5
90,4069,5
90,4814,5
90,5448,5
90,5655,5
90,5783,3
90,6870,1
90,8493,5
90,8552,5
91,562,1
91,1007,5
91,1210,5
91,2517,5
91,2864,5
91,3708,2
91,3875,5
91,5008,3
91,5077,3
91,5087,3
91,6306,3
91,7915,5
91,7972,5
91,8462,5
92,120,5
92,274,5
92,345,4
92,575,2
92,973,2
92,1151,3
92,2061,5
92,2878,2
92,3459,1
92,3512,4
92,5157,4
92,5275,5
92,7575,5
92,8878,5
93,317,5
93,391,5
93,463,4
93,529,5
93,1048,5
93,1595,5
93,3178,5
93,3369,5
93,3881,5
93,4139,5
93,4213,5
93,6210,5
93,7163,1
93,7423,1
93,7535,5
93,8152,5
93,8207,5
93,8385,5
93,8743,5
93,8989,5
94,100,2
94,906,3
94,1337,5
94,1954,3
94,2130,1
94,2381,4
94,2579,4
94,2682,4
94,3597,1
94,4123,3
94,4278,2
94,4374,3
94,4830,3
94,4848,4
94,5497,4
94,5655,1
94,7188,4
94,7205,4
94,8502,3
94,8839,2
95,356,1
95,501,2
95,533,3
95,1136,1
95,1630,1
95,1954,4
95,2202,5
95,2534,1
95,2868,2
95,3990,1
95,4285,2
95,4303,1
95,4342,1
95,5973,5
95,6070,5
95,6243,1
95,7906,5
95,8553,5
95,8572,3
95,8845,5
96,323,2
96,644,4
96,1556,4
96,2064,4
96,2330,4
96,2368,3
96,2755,4
96,3117,3
96,4035,5
96,4696,5
96,4740,4
96,5467,2
96,5764,3
96,6480,5
96,7886,3
97,1154,2
97,1249,4
97,1595,3
97,2561,3
97,3378,5
97,3884,4
97,4159,4
97,4273,3
97,5316,5
97,6354,3
97,7816,5
97,8208,3
97,8741,3
97,9059,3
98,43,3
98,640,5
98,798,5
98,1674,5
98,1786,4
98,3274,4
98,3336,2
98,4603,5
98,5365,3
98,5650,1
98,6177,5
98,6766,5
98,6909,1
98,6976,2
98,7147,4
98,7547,4
98,7983,4
98,8264,3
98,8452,5
98,8912,1
99,1661,3
99,1663,3
99,2336,4
99,2655,3
99,3207,2
99,4748,4
99,5171,5
99,5561,3
99,5942,4
99,6870,3
99,7142,4
99,7333,4
99,7398,4
99,7742,4
99,7910,3
99,8168,3
100,492,5
100,1171,5
100,2092,5
100,6079,5
100,6208,5
100,6748,4
100,7173,5
100,7763,5
100,7823,5
100,7905,5
100,8544,5
100,8793,5
101,795,3
101,1191,4
101,1554,2
101,1881,5
101,2130,4
101,2342,1
101,2628,2
101,2878,5
101,2976,2
101,3186,2
101,3304,4
101,4098,2
101,4105,5
101,4575,5
101,6050,5
101,6311,5
101,6313,5
101,7027,3
101,7524,2
101,8359,5
102,1030,2
102,1366,2
102,1630,2
102,2397,4
102,2668,4
102,2697,3
102,3277,4
102,3864,2
102,4107,4
102,4294,3
102,4587,2
102,5015,2
102,6354,4
102,6831,4
102,7230,4
102,7358,4
102,7520,5
102,7607,3
102,8572,2
102,8796,3
103,818,4
103,1135,1
103,1323,1
103,1584,5
103,1909,4
103,1952,3
103,2743,5
103,3130,4
103,3699,4
103,3723,2
103,4333,4
103,5093,4
103,5676,4
103,5743,5
103,5806,5
103,6138,5
103,6145,5
103,7282,2
103,7492,5
103,8493,4
104,1105,5
104,1584,3
104,1809,5
104,3574,5
104,4081,5
104,4629,5
104,5380,5
104,5626,5
104,6848,4
104,7186,4
104,7607,3
104,8119,5
104,9028,5
105,273,5
105,2068,5
105,2697,1
105,2980,1
105,3920,1
105,4062,1
105,4169,1
105,4249,1
105,4351,5
105,4841,1
105,5624,1
105,6096,5
105,6289,1
105,6462,1
105,6690,5
105,7470,1
105,7783,4
105,8045,1
105,8593,1
105,9060,4
106,151,4
106,1236,1
106,1752,1
106,2180,4
106,2382,5
106,3363,1
106,3460,5
106,4133,5
106,4450,4
106,4468,4
106,5757,5
106,5861,2
106,6085,5
106,6834,5
106,6944,2
106,6995,3
106,7167,5
106,7775,3
106,8537,3
106,9013,4
107,246,5
107,433,3
107,1324,5
107,1353,5
107,1859,5
107,2560,3
107,3617,3
107,7927,5
107,7998,5
107,8699,5
107,8787,5
107,8788,5
108,590,2
108,648,2
108,766,4
108,912,5
108,1628,4
108,2175,5
108,2521,3
108,2994,2
108,4453,1
108,4617,2
108,4802,5
108,5013,2
108,6187,4
108,6196,4
108,6518,3
108,6776,4
108,6777,4
108,7223,1
108,7528,2
108,8466,1
109,547,2
109,2187,5
109,3202,5
109,3408,1
109,3548,1
109,3796,5
109,4371,5
109,5115,2
109,5298,3
109,5757,4
109,6179,3
109,6731,5
109,6934,2
109,7009,3
109,7998,5
109,8038,1
109,8361,3
110,489,5
110,1256,5
110,1624,4
110,1736,4
110,1816,5
110,2008,5
110,2472,5
110,3072,5
110,3135,5
110,3173,5
110,3631,5
110,4293,5
110,4314,5
110,5438,5
110,5784,5
110,6194,5
110,6302,5
110,6811,5
110,7797,5
110,8736,5
111,1397,5
111,2476,3
111,2890,5
111,3057,5
111,3330,3
111,3612,4
111,4424,5
111,4563,4
111,5191,5
111,5584,5
111,5773,5
111,5793,4
111,6053,5
111,6119,5
111,6730,5
111,7660,5
111,7998,5
111,8147,4
111,8250,5
111,8828,5
112,342,4
112,508,2
112,860,5
112,1048,5
112,1057,2
112,1402,5
112,1789,5
112,2027,2
112,2169,4
112,3729,4
112,4318,4
112,5350,3
112,5548,5
112,6565,5
112,6834,5
112,7705,5
112,8102,5
112,8138,5
112,8745,5
112,8757,3
113,10,4
113,1305,3
113,1695,5
113,2410,4
113,2515,5
113,4080,5
113,4090,5
113,4153,4
113,4458,5
113,4951,3
113,5001,1
113,5240,5
113,5301,3
113,6838,4
113,6887,4
113,6959,5
113,7570,5
113,7791,3
113,8794,4
113,9004,5
114,555,5
114,1931,5
114,3284,5
114,4510,5
114,4807,4
114,4812,5
114,4843,5
114,5655,4
114,5806,5
114,6329,4
114,7202,5
114,7355,5
114,7385,5
114,7449,5
114,7531,5
114,8035,5
114,8182,5
114,8340,4
114,9047,5
115,45,5
115,612,5
115,763,5
115,1202,5
115,1415,4
115,1766,5
115,2614,5
115,2785,5
115,2867,5
115,3107,4
115,3531,5
115,3892,4
115,3894,4
115,4294,4
115,5635,5
115,5760,4
115,7417,5
115,7478,5
115,7584,5
115,7816,5
116,697,5
116,1221,3
116,1607,1
116,2387,3
116,2774,4
116,3317,2
116,4770,5
116,5191,2
116,5412,4
116,5756,1
116,7471,4
116,7621,5
116,7745,5
116,8759,5
117,166,5
117,1227,5
117,1559,5
117,1862,5
117,2212,4
117,2548,4
117,3240,5
117,3667,5
117,4035,5
117,4706,5
117,5009,5
117,5031,5
117,5580,5
117,6489,5
117,8808,5
118,311,2
118,894,3
118,1789,3
118,2478,5
118,2492,5
118,2661,5
118,2714,3
118,3807,3
118,4728,1
118,4894,5
118,5139,1
118,5654,3
118,6802,5
118,6916,3
118,7105,5
118,7146,5
118,7663,3
118,8510,5
118,8675,4
119,337,3
119,343,2
119,776,1
119,864,4
119,1633,3
119,2180,3
119,2598,2
119,2863,3
119,3877,2
119,4133,4
119,4471,3
119,4752,4
119,4844,4
119,5003,4
119,5286,3
119,5334,5
119,6995,2
119,7701,4
119,7709,2
119,8592,3
120,92,4
120,1214,5
120,4335,4
120,4850,3
120,5155,4
120,5668,5
120,5715,3
120,5868,4
120,6466,4
120,6951,4
120,7083,3
120,7263,4
121,1155,5
121,1432,5
121,1581,4
121,1731,4
121,4031,4
121,4924,5
121,5567,5
121,5754,4
121,6338,4
121,8069,5
121,8127,3
121,8407,3
